species_group,entity_slug,page_type,file_path,clean_url_http_status,html_url_http_status,html_to_clean_redirect_status,canonical_href,canonical_ok,og_image,og_image_ok,hero_img_src,hero_img_ok,top_picks_table_rows,has_buyer_guidance,has_best_for_section,has_disclaimer,has_related_links,faq_schema_count,faq_schema_ok,links_to_parent_count,links_to_companion_count,terminology_ok,PASS_FAIL,fail_reasons
dogs,afghan-hound,best-food,commercial/dogs/afghan-hound/best-food.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/afghan-hound/best-food,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,afghan-hound,best-habitat-size,commercial/dogs/afghan-hound/best-habitat-size.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/afghan-hound/best-habitat-size,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,afghan-hound,best-insurance,commercial/dogs/afghan-hound/best-insurance.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/afghan-hound/best-insurance,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,afghan-hound,cost-to-own,commercial/dogs/afghan-hound/cost-to-own.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/afghan-hound/cost-to-own,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,afghan-hound,first-time-owners,commercial/dogs/afghan-hound/first-time-owners.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/afghan-hound/first-time-owners,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,afghan-hound,health-costs,commercial/dogs/afghan-hound/health-costs.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/afghan-hound/health-costs,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,afghan-hound,comparison,commercial/dogs/afghan-hound/vs-affenpinscher.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/afghan-hound/vs-affenpinscher,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,5,true,true,true,true,4,true,3,11,true,PASS,
dogs,afghan-hound,comparison,commercial/dogs/afghan-hound/vs-airedale-terrier.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/afghan-hound/vs-airedale-terrier,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Afghan_dog_-_cropped.jpg/800px-Afghan_dog_-_cropped.jpg,true,5,true,true,true,true,4,true,3,11,true,PASS,
dogs,airedale-terrier,best-enrichment,commercial/dogs/airedale-terrier/best-enrichment.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/best-enrichment,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,airedale-terrier,best-food,commercial/dogs/airedale-terrier/best-food.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/best-food,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,airedale-terrier,best-habitat-size,commercial/dogs/airedale-terrier/best-habitat-size.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/best-habitat-size,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,airedale-terrier,best-insurance,commercial/dogs/airedale-terrier/best-insurance.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/best-insurance,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,airedale-terrier,cost-to-own,commercial/dogs/airedale-terrier/cost-to-own.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/cost-to-own,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,airedale-terrier,first-time-owners,commercial/dogs/airedale-terrier/first-time-owners.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/first-time-owners,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,airedale-terrier,health-costs,commercial/dogs/airedale-terrier/health-costs.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/health-costs,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,airedale-terrier,comparison,commercial/dogs/airedale-terrier/vs-afghan-hound.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/vs-afghan-hound,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,4,true,3,11,true,PASS,
dogs,airedale-terrier,comparison,commercial/dogs/airedale-terrier/vs-akbash.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/airedale-terrier/vs-akbash,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,https://upload.wikimedia.org/wikipedia/commons/5/52/Airedale_Terrier.jpg,true,5,true,true,true,true,4,true,3,11,true,PASS,
dogs,akbash,best-enrichment,commercial/dogs/akbash/best-enrichment.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/best-enrichment,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akbash,best-food,commercial/dogs/akbash/best-food.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/best-food,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akbash,best-habitat-size,commercial/dogs/akbash/best-habitat-size.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/best-habitat-size,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akbash,best-insurance,commercial/dogs/akbash/best-insurance.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/best-insurance,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akbash,cost-to-own,commercial/dogs/akbash/cost-to-own.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/cost-to-own,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akbash,first-time-owners,commercial/dogs/akbash/first-time-owners.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/first-time-owners,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akbash,health-costs,commercial/dogs/akbash/health-costs.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/health-costs,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akbash,comparison,commercial/dogs/akbash/vs-airedale-terrier.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/vs-airedale-terrier,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,4,true,3,11,true,PASS,
dogs,akbash,comparison,commercial/dogs/akbash/vs-akita.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akbash/vs-akita,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Akba%C5%9F_cinsi_k%C3%B6pek.jpg/800px-Akba%C5%9F_cinsi_k%C3%B6pek.jpg,true,5,true,true,true,true,4,true,3,11,true,PASS,
dogs,akita,best-enrichment,commercial/dogs/akita/best-enrichment.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/best-enrichment,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akita,best-food,commercial/dogs/akita/best-food.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/best-food,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akita,best-habitat-size,commercial/dogs/akita/best-habitat-size.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/best-habitat-size,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akita,best-insurance,commercial/dogs/akita/best-insurance.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/best-insurance,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akita,cost-to-own,commercial/dogs/akita/cost-to-own.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/cost-to-own,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akita,first-time-owners,commercial/dogs/akita/first-time-owners.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/first-time-owners,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akita,health-costs,commercial/dogs/akita/health-costs.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/health-costs,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,akita,comparison,commercial/dogs/akita/vs-akbash.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/vs-akbash,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,4,true,3,11,true,PASS,
dogs,akita,comparison,commercial/dogs/akita/vs-alaskan-klee-kai.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/akita/vs-alaskan-klee-kai,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Akita_Collage.png/800px-Akita_Collage.png,true,5,true,true,true,true,4,true,3,11,true,PASS,
dogs,alaskan-klee-kai,best-enrichment,commercial/dogs/alaskan-klee-kai/best-enrichment.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/alaskan-klee-kai/best-enrichment,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,alaskan-klee-kai,best-food,commercial/dogs/alaskan-klee-kai/best-food.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/alaskan-klee-kai/best-food,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,alaskan-klee-kai,best-habitat-size,commercial/dogs/alaskan-klee-kai/best-habitat-size.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/alaskan-klee-kai/best-habitat-size,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,alaskan-klee-kai,best-insurance,commercial/dogs/alaskan-klee-kai/best-insurance.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/alaskan-klee-kai/best-insurance,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,alaskan-klee-kai,cost-to-own,commercial/dogs/alaskan-klee-kai/cost-to-own.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/alaskan-klee-kai/cost-to-own,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,alaskan-klee-kai,first-time-owners,commercial/dogs/alaskan-klee-kai/first-time-owners.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/alaskan-klee-kai/first-time-owners,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
dogs,alaskan-klee-kai,health-costs,commercial/dogs/alaskan-klee-kai/health-costs.html,200 (file exists),301 (redirect rule),301 single-hop,https://petcarehelperai.com/commercial/dogs/alaskan-klee-kai/health-costs,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/WOWAKK-Kukai-Alaskan-Klee-Kai.jpg/800px-WOWAKK-Kukai-Alaskan-Klee-Kai.jpg,true,5,true,true,true,true,5,true,2,8,true,PASS,
