file,species,name,original_words,new_words,words_added,sections_expanded,sections_added
"/opt/build/repo/breeds/dogs/gordon-setter.html","dogs","Gordon Setter",1317,3152,1835,6,0
"/opt/build/repo/breeds/dogs/great-dane.html","dogs","Great Dane",1821,3664,1843,6,0
"/opt/build/repo/breeds/dogs/great-pyrenees.html","dogs","Great Pyrenees",1646,3485,1839,6,0
"/opt/build/repo/breeds/dogs/greater-swiss-mountain-dog.html","dogs","Greater Swiss Mountain Dog",1427,3357,1930,6,0
"/opt/build/repo/breeds/dogs/greyhound.html","dogs","Greyhound",1390,3180,1790,6,0
"/opt/build/repo/breeds/dogs/harrier.html","dogs","Harrier",1180,2972,1792,6,0
"/opt/build/repo/breeds/dogs/havanese.html","dogs","Havanese",1362,3151,1789,6,0
"/opt/build/repo/breeds/dogs/hokkaido.html","dogs","Hokkaido",1295,3081,1786,6,0
"/opt/build/repo/breeds/dogs/ibizan-hound.html","dogs","Ibizan Hound",1308,3147,1839,6,0
"/opt/build/repo/breeds/dogs/irish-doodle.html","dogs","Irish Doodle",1339,3174,1835,6,0
"/opt/build/repo/breeds/dogs/irish-red-and-white-setter.html","dogs","Irish Red and White Setter",1469,3448,1979,6,0
"/opt/build/repo/breeds/dogs/irish-setter.html","dogs","Irish Setter",1558,3401,1843,6,0
"/opt/build/repo/breeds/dogs/irish-terrier.html","dogs","Irish Terrier",1335,3168,1833,6,0
"/opt/build/repo/breeds/dogs/irish-water-spaniel.html","dogs","Irish Water Spaniel",1386,3269,1883,6,0
"/opt/build/repo/breeds/dogs/irish-wolfhound.html","dogs","Irish Wolfhound",1580,3423,1843,6,0
"/opt/build/repo/breeds/dogs/italian-greyhound.html","dogs","Italian Greyhound",1306,3148,1842,6,0
"/opt/build/repo/breeds/dogs/jack-russell-terrier.html","dogs","Jack Russell Terrier",1248,3140,1892,6,0
"/opt/build/repo/breeds/dogs/japanese-chin.html","dogs","Japanese Chin",1185,3028,1843,6,0
"/opt/build/repo/breeds/dogs/japanese-spitz.html","dogs","Japanese Spitz",1338,3173,1835,6,0
"/opt/build/repo/breeds/dogs/jindo.html","dogs","Korean Jindo",1326,3159,1833,6,0
"/opt/build/repo/breeds/dogs/kai-ken.html","dogs","Kai Ken",1236,3087,1851,6,0
"/opt/build/repo/breeds/dogs/kangal.html","dogs","Kangal",1183,2977,1794,6,0
"/opt/build/repo/breeds/dogs/keeshond.html","dogs","Keeshond",1268,3053,1785,6,0
"/opt/build/repo/breeds/dogs/kerry-blue-terrier.html","dogs","Kerry Blue Terrier",1279,3171,1892,6,0
"/opt/build/repo/breeds/dogs/king-shepherd.html","dogs","King Shepherd",1269,3108,1839,6,0
"/opt/build/repo/breeds/dogs/kishu-ken.html","dogs","Kishu Ken",1240,3091,1851,6,0
"/opt/build/repo/breeds/dogs/komondor.html","dogs","Komondor",1266,3061,1795,6,0
"/opt/build/repo/breeds/dogs/kooikerhondje.html","dogs","Kooikerhondje",1589,3442,1853,5,1
"/opt/build/repo/breeds/dogs/kuvasz.html","dogs","Kuvasz",1236,3037,1801,6,0
"/opt/build/repo/breeds/dogs/labradoodle.html","dogs","Labradoodle",1352,3147,1795,6,0
"/opt/build/repo/breeds/dogs/labrador-retriever.html","dogs","Labrador Retriever",1524,3362,1838,6,0
"/opt/build/repo/breeds/dogs/lagotto-romagnolo.html","dogs","Lagotto Romagnolo",1293,3141,1848,6,0
"/opt/build/repo/breeds/dogs/lakeland-terrier.html","dogs","Lakeland Terrier",1248,3087,1839,6,0
"/opt/build/repo/breeds/dogs/leonberger.html","dogs","Leonberger",1237,3027,1790,6,0
"/opt/build/repo/breeds/dogs/lhasa-apso.html","dogs","Lhasa Apso",1321,3154,1833,6,0
"/opt/build/repo/breeds/dogs/maltese.html","dogs","Maltese",1388,3184,1796,6,0
"/opt/build/repo/breeds/dogs/maltipoo.html","dogs","Maltipoo",1263,3064,1801,6,0
"/opt/build/repo/breeds/dogs/manchester-terrier.html","dogs","Manchester Terrier",1188,3034,1846,6,0
"/opt/build/repo/breeds/dogs/maremma-sheepdog.html","dogs","Maremma Sheepdog",1183,3024,1841,6,0
"/opt/build/repo/breeds/dogs/mastiff.html","dogs","Mastiff (English Mastiff)",1273,3163,1890,6,0
"/opt/build/repo/breeds/dogs/miniature-pinscher.html","dogs","Miniature Pinscher",1188,3032,1844,6,0
"/opt/build/repo/breeds/dogs/miniature-poodle.html","dogs","Miniature Poodle",1299,3137,1838,6,0
"/opt/build/repo/breeds/dogs/miniature-schnauzer.html","dogs","Miniature Schnauzer",1440,3274,1834,6,0
"/opt/build/repo/breeds/dogs/morkie.html","dogs","Morkie",1106,2900,1794,6,0
"/opt/build/repo/breeds/dogs/mudi.html","dogs","Mudi",1231,3027,1796,6,0
"/opt/build/repo/breeds/dogs/neapolitan-mastiff.html","dogs","Neapolitan Mastiff",1227,3074,1847,6,0
"/opt/build/repo/breeds/dogs/newfoundland.html","dogs","Newfoundland",1624,3423,1799,6,0
"/opt/build/repo/breeds/dogs/norfolk-terrier.html","dogs","Norfolk Terrier",1201,3043,1842,6,0
"/opt/build/repo/breeds/dogs/norwegian-elkhound.html","dogs","Norwegian Elkhound",1501,3334,1833,6,0
"/opt/build/repo/breeds/dogs/norwegian-lundehund.html","dogs","Norwegian Lundehund",1644,3548,1904,5,1
"/opt/build/repo/breeds/dogs/norwich-terrier.html","dogs","Norwich Terrier",1200,3041,1841,6,0
"/opt/build/repo/breeds/dogs/nova-scotia-duck-tolling-retriever.html","dogs","Nova Scotia Duck Tolling Retriever",1789,3847,2058,5,1
"/opt/build/repo/breeds/dogs/old-english-sheepdog.html","dogs","Old English Sheepdog",1449,3341,1892,6,0
"/opt/build/repo/breeds/dogs/olde-english-bulldogge.html","dogs","Olde English Bulldogge",1387,3271,1884,6,0
"/opt/build/repo/breeds/dogs/otterhound.html","dogs","Otterhound",1615,3466,1851,5,1
"/opt/build/repo/breeds/dogs/papillon.html","dogs","Papillon",1245,3040,1795,6,0
"/opt/build/repo/breeds/dogs/parson-russell-terrier.html","dogs","Parson Russell Terrier",1196,3088,1892,6,0
"/opt/build/repo/breeds/dogs/pekingese.html","dogs","Pekingese",1184,2980,1796,6,0
"/opt/build/repo/breeds/dogs/pembroke-welsh-corgi.html","dogs","Pembroke Welsh Corgi",1600,3490,1890,6,0
"/opt/build/repo/breeds/dogs/peruvian-inca-orchid.html","dogs","Peruvian Inca Orchid",1404,3307,1903,6,0
"/opt/build/repo/breeds/dogs/pharaoh-hound.html","dogs","Pharaoh Hound",1358,3197,1839,6,0
"/opt/build/repo/breeds/dogs/pit-bull.html","dogs","American Pit Bull Terrier",1427,3358,1931,6,0
"/opt/build/repo/breeds/dogs/plott-hound.html","dogs","Plott Hound",1352,3187,1835,6,0
"/opt/build/repo/breeds/dogs/pointer.html","dogs","Pointer",1246,3037,1791,6,0
"/opt/build/repo/breeds/dogs/polish-lowland-sheepdog.html","dogs","Polish Lowland Sheepdog",1276,3173,1897,6,0
"/opt/build/repo/breeds/dogs/polish-tatra-sheepdog.html","dogs","Polish Tatra Sheepdog",1381,3263,1882,6,0
"/opt/build/repo/breeds/dogs/pomeranian.html","dogs","Pomeranian",1371,3167,1796,6,0
"/opt/build/repo/breeds/dogs/pomsky.html","dogs","Pomsky",1211,3010,1799,6,0
"/opt/build/repo/breeds/dogs/poodle.html","dogs","Poodle",2201,4015,1814,6,0
"/opt/build/repo/breeds/dogs/portuguese-water-dog.html","dogs","Portuguese Water Dog",1595,3477,1882,6,0
"/opt/build/repo/breeds/dogs/presa-canario.html","dogs","Presa Canario",1327,3161,1834,6,0
"/opt/build/repo/breeds/dogs/pug.html","dogs","Pug",1375,3161,1786,6,0
"/opt/build/repo/breeds/dogs/puggle.html","dogs","Puggle",1175,2967,1792,6,0
"/opt/build/repo/breeds/dogs/puli.html","dogs","Puli",1291,3077,1786,6,0
"/opt/build/repo/breeds/dogs/pumi.html","dogs","Pumi",1240,3041,1801,6,0
"/opt/build/repo/breeds/dogs/pyrenean-mastiff.html","dogs","Pyrenean Mastiff",1181,3021,1840,6,0
"/opt/build/repo/breeds/dogs/rat-terrier.html","dogs","Rat Terrier",1338,3177,1839,6,0
"/opt/build/repo/breeds/dogs/redbone-coonhound.html","dogs","Redbone Coonhound",1329,3164,1835,6,0
"/opt/build/repo/breeds/dogs/rhodesian-ridgeback.html","dogs","Rhodesian Ridgeback",1491,3324,1833,6,0
"/opt/build/repo/breeds/dogs/rottweiler.html","dogs","Rottweiler",2087,3880,1793,6,0
"/opt/build/repo/breeds/dogs/saint-berdoodle.html","dogs","Saint Berdoodle",1335,3168,1833,6,0
"/opt/build/repo/breeds/dogs/saint-bernard.html","dogs","Saint Bernard",1337,3171,1834,6,0
"/opt/build/repo/breeds/dogs/saluki.html","dogs","Saluki",1297,3097,1800,6,0
"/opt/build/repo/breeds/dogs/samoyed.html","dogs","Samoyed",1457,3245,1788,6,0
"/opt/build/repo/breeds/dogs/sarplaninac.html","dogs","Sarplaninac",1164,2959,1795,6,0
"/opt/build/repo/breeds/dogs/schipperke.html","dogs","Schipperke",1317,3114,1797,6,0
"/opt/build/repo/breeds/dogs/schnoodle.html","dogs","Schnoodle",1137,2937,1800,6,0
"/opt/build/repo/breeds/dogs/scottish-deerhound.html","dogs","Scottish Deerhound",1299,3141,1842,6,0
"/opt/build/repo/breeds/dogs/scottish-terrier.html","dogs","Scottish Terrier",1308,3153,1845,6,0
"/opt/build/repo/breeds/dogs/sealyham-terrier.html","dogs","Sealyham Terrier",1191,3028,1837,6,0
"/opt/build/repo/breeds/dogs/sheepadoodle.html","dogs","Sheepadoodle",1194,2993,1799,6,0
"/opt/build/repo/breeds/dogs/shetland-sheepdog.html","dogs","Shetland Sheepdog",1561,3406,1845,6,0
"/opt/build/repo/breeds/dogs/shiba-inu.html","dogs","Shiba Inu",1494,3329,1835,6,0
"/opt/build/repo/breeds/dogs/shih-poo.html","dogs","Shih-Poo",1365,3164,1799,6,0
"/opt/build/repo/breeds/dogs/shih-tzu.html","dogs","Shih Tzu",1609,3453,1844,6,0
"/opt/build/repo/breeds/dogs/shikoku.html","dogs","Shikoku",1300,3086,1786,6,0
"/opt/build/repo/breeds/dogs/shiloh-shepherd.html","dogs","Shiloh Shepherd",1278,3114,1836,6,0
"/opt/build/repo/breeds/dogs/shorkie.html","dogs","Shorkie",1284,3069,1785,6,0
"/opt/build/repo/breeds/dogs/siberian-husky.html","dogs","Siberian Husky",1656,3499,1843,6,0
"/opt/build/repo/breeds/dogs/silky-terrier.html","dogs","Silky Terrier",1163,3009,1846,6,0
"/opt/build/repo/breeds/dogs/skye-terrier.html","dogs","Skye Terrier",1212,3056,1844,6,0
"/opt/build/repo/breeds/dogs/sloughi.html","dogs","Sloughi",1300,3098,1798,6,0
"/opt/build/repo/breeds/dogs/soft-coated-wheaten-terrier.html","dogs","Soft Coated Wheaten Terrier",1245,3185,1940,6,0
"/opt/build/repo/breeds/dogs/spanish-mastiff.html","dogs","Spanish Mastiff",1339,3173,1834,6,0
"/opt/build/repo/breeds/dogs/spanish-water-dog.html","dogs","Spanish Water Dog",1317,3213,1896,6,0
"/opt/build/repo/breeds/dogs/spinone-italiano.html","dogs","Spinone Italiano",1340,3175,1835,6,0
"/opt/build/repo/breeds/dogs/springer-spaniel.html","dogs","English Springer Spaniel",1378,3261,1883,6,0
"/opt/build/repo/breeds/dogs/st-bernard.html","dogs","St. Bernard",1661,3502,1841,6,0
"/opt/build/repo/breeds/dogs/stabyhoun.html","dogs","Stabyhoun",1596,3447,1851,5,1
"/opt/build/repo/breeds/dogs/staffordshire-bull-terrier.html","dogs","Staffordshire Bull Terrier",1398,3285,1887,6,0
"/opt/build/repo/breeds/dogs/standard-poodle.html","dogs","Standard Poodle",1619,3460,1841,6,0
"/opt/build/repo/breeds/dogs/standard-schnauzer.html","dogs","Standard Schnauzer",1179,3016,1837,6,0
"/opt/build/repo/breeds/dogs/sussex-spaniel.html","dogs","Sussex Spaniel",1326,3167,1841,6,0
"/opt/build/repo/breeds/dogs/swedish-vallhund.html","dogs","Swedish Vallhund",1343,3179,1836,6,0
"/opt/build/repo/breeds/dogs/taiwan-dog.html","dogs","Taiwan Dog",1220,3073,1853,6,0
"/opt/build/repo/breeds/dogs/thai-ridgeback.html","dogs","Thai Ridgeback",1257,3109,1852,6,0
"/opt/build/repo/breeds/dogs/tibetan-mastiff.html","dogs","Tibetan Mastiff",1252,3096,1844,6,0
"/opt/build/repo/breeds/dogs/tibetan-spaniel.html","dogs","Tibetan Spaniel",1327,3160,1833,6,0
"/opt/build/repo/breeds/dogs/tibetan-terrier.html","dogs","Tibetan Terrier",1321,3154,1833,6,0
"/opt/build/repo/breeds/dogs/tornjak.html","dogs","Tornjak",1144,2938,1794,6,0
"/opt/build/repo/breeds/dogs/toy-fox-terrier.html","dogs","Toy Fox Terrier",1204,3096,1892,6,0
"/opt/build/repo/breeds/dogs/toy-manchester-terrier.html","dogs","Toy Manchester Terrier",1374,3257,1883,6,0
"/opt/build/repo/breeds/dogs/toy-poodle.html","dogs","Toy Poodle",1200,3041,1841,6,0
"/opt/build/repo/breeds/dogs/treeing-walker-coonhound.html","dogs","Treeing Walker Coonhound",1199,3088,1889,6,0
"/opt/build/repo/breeds/dogs/vizsla.html","dogs","Vizsla",1586,3378,1792,6,0
"/opt/build/repo/breeds/dogs/weimaraner.html","dogs","Weimaraner",1637,3437,1800,6,0
"/opt/build/repo/breeds/dogs/welsh-corgi.html","dogs","Welsh Corgi (Pembroke)",1385,3271,1886,6,0
"/opt/build/repo/breeds/dogs/welsh-springer-spaniel.html","dogs","Welsh Springer Spaniel",1350,3237,1887,6,0
"/opt/build/repo/breeds/dogs/welsh-terrier.html","dogs","Welsh Terrier",1167,3009,1842,6,0
"/opt/build/repo/breeds/dogs/west-highland-terrier.html","dogs","West Highland White Terrier",1423,3352,1929,6,0
"/opt/build/repo/breeds/dogs/west-highland-white-terrier.html","dogs","West Highland White Terrier",1431,3360,1929,6,0
"/opt/build/repo/breeds/dogs/whippet.html","dogs","Whippet",1304,3098,1794,6,0
"/opt/build/repo/breeds/dogs/white-shepherd.html","dogs","White Shepherd",1281,3118,1837,6,0
"/opt/build/repo/breeds/dogs/wire-fox-terrier.html","dogs","Wire Fox Terrier",1375,3258,1883,6,0
"/opt/build/repo/breeds/dogs/wirehaired-pointing-griffon.html","dogs","Wirehaired Pointing Griffon",1189,3076,1887,6,0
"/opt/build/repo/breeds/dogs/wirehaired-vizsla.html","dogs","Wirehaired Vizsla",1667,3569,1902,5,1
"/opt/build/repo/breeds/dogs/xoloitzcuintli.html","dogs","Xoloitzcuintli",1472,3276,1804,6,0
"/opt/build/repo/breeds/dogs/yorkipoo.html","dogs","Yorkipoo",1176,2973,1797,6,0
"/opt/build/repo/breeds/dogs/yorkshire-terrier.html","dogs","Yorkshire Terrier",1879,3724,1845,6,0
"/opt/build/repo/breeds/cats/abyssinian.html","cats","Abyssinian Cat",1270,3086,1816,6,0
"/opt/build/repo/breeds/cats/american-bobtail.html","cats","American Bobtail",1180,2993,1813,6,0
"/opt/build/repo/breeds/cats/american-curl.html","cats","American Curl",1160,2973,1813,6,0
"/opt/build/repo/breeds/cats/american-shorthair.html","cats","American Shorthair",1362,3173,1811,6,0
"/opt/build/repo/breeds/cats/american-wirehair.html","cats","American Wirehair",1159,2972,1813,6,0
"/opt/build/repo/breeds/cats/arabian-mau.html","cats","Arabian Mau",1412,3300,1888,5,1
